plat_no,slot_number,reg_date
A445640ACT,568,2020-01-17 12:59:56
D300524AUR,976,2020-12-27 17:25:02
Q647616QXC,480,2020-02-15 14:21:32
P745856RHF,774,2020-05-07 10:17:19
F190064OWY,609,2020-12-20 06:22:54
F223604ZDI,930,2020-07-05 01:01:05
R492410WFR,479,2020-12-21 00:13:14
E512830URE,202,2020-08-01 19:57:13
Q842294DKY,129,2020-05-12 19:46:26
J744005RMC,672,2020-12-31 19:34:20
G358293XHR,940,2020-06-14 13:00:40
I573497FWO,691,2020-10-11 18:37:56
A672068YBM,642,2020-11-01 10:35:44
N660780GRK,417,2020-02-06 22:37:22
K721464ZDW,446,2020-04-15 01:09:59
I225381XXO,929,2020-08-20 12:09:56
C595822YPY,260,2020-12-19 21:43:13
J500930YZM,208,2020-03-05 07:08:54
X267719OGU,486,2020-05-07 14:47:49
A192900TLT,168,2020-05-13 10:27:10
Q711060RQG,145,2020-12-19 10:09:55
B150585QNP,707,2020-08-23 12:03:35
T366339ADZ,683,2020-08-07 11:48:23
W885340MZT,446,2020-04-01 06:05:31
J444533RYO,597,2020-08-08 03:57:27
O781464ZWN,429,2020-06-29 09:25:16
Q642613AKS,292,2020-08-27 00:48:07
M494056PAV,525,2020-05-08 08:32:09
X770423FVP,881,2020-10-03 23:47:02
T553789PFG,641,2020-06-17 13:46:03
R916142JMX,440,2020-12-09 03:03:57
G716186IRA,248,2020-11-04 11:04:11
O731588FEJ,159,2020-05-27 06:59:27
U214270UGX,949,2020-05-24 22:08:52
L990163JBZ,261,2020-02-11 21:42:15
J260676LMW,936,2020-09-18 07:24:22
G213871BNG,284,2020-01-29 03:42:01
H929776CTU,39,2020-07-15 18:06:36
Y946806XBT,48,2020-03-29 18:47:42
S836602SUU,396,2020-10-04 11:57:28
Z152899OUD,934,2020-09-04 05:36:39
V408156JGF,318,2020-08-24 03:16:12
E863806QYV,172,2020-03-30 03:05:45
D812599GHH,384,2020-12-24 23:55:47
U702215VVA,368,2020-02-29 20:54:37
X145436GVI,686,2020-03-09 21:45:01
X178945TMS,819,2020-11-02 17:22:52
I717789GLG,128,2020-12-04 19:18:44
V833652MZI,7,2020-05-01 23:15:00
Z104911MAF,241,2020-02-28 20:10:43
B807062HYQ,676,2020-05-31 14:50:32
Z752363IWF,844,2020-08-02 04:00:47
M887866OGS,267,2020-10-02 00:01:58
N447396EHW,340,2020-03-30 03:01:16
D751135ARI,471,2020-10-02 09:11:19
Z451064FGM,72,2020-03-03 22:03:51
J915505YTO,134,2020-05-29 02:51:44
Y163924WVX,517,2020-06-18 21:55:24
R866511SVJ,528,2020-12-10 11:45:34
Y294892ZYG,287,2020-11-10 21:31:30
O374799NTJ,725,2020-01-12 08:59:25
P921017ZCK,302,2020-08-16 16:38:00
M854948RTT,125,2020-01-20 06:52:16
W785804YEE,995,2020-11-02 01:07:06
Q128290HKI,184,2020-08-20 07:50:11
N360171LAQ,676,2020-02-21 14:17:01
F106972NWM,263,2020-07-18 03:56:13
S930190CAQ,730,2020-08-11 12:07:02
C715648GTD,37,2020-06-08 14:34:19
U526335QCK,114,2020-11-16 09:19:51
P460336BVP,546,2020-05-07 11:12:14
D149935NAA,641,2020-12-02 02:38:50
J801396VJS,853,2020-12-02 14:47:32
H902508QJS,360,2020-07-15 09:40:37
Y975882HLS,424,2020-05-20 16:42:08
T205982IHS,298,2020-05-02 10:04:35
V339124DRT,358,2020-11-12 10:01:57
Y627547QJQ,940,2020-12-17 07:52:07
X956708DEY,810,2020-05-03 17:34:54
V126717YGL,629,2020-03-23 17:09:36
N285201JXT,974,2020-02-27 16:46:37
X170112CWK,398,2020-04-09 10:50:18
I669452RYI,714,2020-01-18 19:05:31
Z634106FLQ,212,2020-08-04 07:31:32
F478943MDQ,99,2020-02-01 10:52:43
T423898XVH,181,2020-08-25 23:14:14
R693092BBT,992,2020-03-23 03:24:58
M259835KQT,368,2020-04-26 02:42:00
L959804BWT,719,2020-03-27 03:46:31
R216573BXF,462,2020-03-24 03:17:27
G289199TYT,549,2020-09-30 19:17:38
M154924KPC,68,2020-10-25 20:29:39
D555157ORV,606,2020-08-26 02:20:43
Y457899QVD,707,2020-11-29 12:30:55
M157686HQT,756,2020-12-16 14:39:24
Z936272IJH,732,2020-11-03 01:38:53
H983271CWE,63,2020-06-09 11:06:06
E909762NJA,512,2020-11-14 10:40:21
C887115OSF,45,2020-08-16 10:36:09
W714662RJR,532,2020-10-25 00:39:20
R976760WAM,86,2020-09-06 21:26:10
N112294KZD,504,2020-12-23 06:36:14
K964577YXU,631,2020-03-02 13:40:24
C784526FAR,906,2020-01-21 08:33:57
J842267REF,651,2020-02-09 17:15:54
Y483576RHJ,28,2020-02-04 10:59:29
O776743IJU,29,2020-04-14 18:39:27
I365211SEU,266,2020-07-29 13:52:02
K806931WVS,535,2020-08-15 08:15:54
V902977AIP,253,2020-11-04 12:20:49
V323658AYI,568,2020-06-05 20:03:05
F623320KWC,970,2020-05-29 04:18:24
T298881FSG,679,2020-02-11 21:28:53
C857329JVV,693,2020-09-21 15:44:11
V925090KLI,801,2020-02-13 00:49:28
G562386BSY,330,2020-03-12 00:56:01
O482828HUA,900,2020-09-11 09:12:05
N250877IPA,113,2020-01-08 22:25:53
V362745CBF,612,2020-01-07 05:04:23
A346175FAP,194,2020-04-03 05:39:04
R570671WUS,649,2020-08-19 19:51:07
A151521EYC,87,2020-10-24 07:47:23
P550413AHR,489,2020-07-30 10:12:18
F835153AVA,919,2020-04-08 05:21:13
V286245RBS,23,2020-08-25 07:18:33
Q524479XST,663,2020-06-04 14:16:16
G609120EWU,402,2020-02-12 10:26:52
G758565ZXS,242,2020-04-26 23:02:27
M643347LHN,239,2020-03-03 06:15:08
Z373813EUD,948,2020-12-20 03:16:40
H318974QBD,476,2020-06-29 17:50:58
Z453401GKQ,1000,2020-12-18 16:31:59
D905981OFU,964,2020-12-13 16:35:35
K638929ENP,759,2020-02-17 09:26:30
K478500GLD,888,2020-01-04 09:55:14
Y756286RZJ,343,2020-12-07 21:36:04
B789756UNC,239,2020-09-12 01:20:52
D753601PZK,907,2020-11-25 16:20:43
T631230AGL,331,2020-08-17 22:44:31
R493715DOK,19,2020-05-03 03:54:02
M456569IUD,656,2020-02-07 13:38:45
X354987NOB,313,2020-04-08 05:30:29
T493383JHH,357,2020-05-04 22:47:31
S344577MIY,269,2020-07-25 14:32:53
L772346DMG,747,2020-11-24 20:12:22
B703381HXV,239,2020-02-24 15:07:22
Z549854EXP,509,2020-12-15 14:46:45
E908610EJL,99,2020-04-03 03:42:12
J387158ZIB,145,2020-08-11 09:40:51
A851153VFO,664,2020-04-08 06:40:43
D787984EUR,891,2020-01-11 11:13:47
I544140OGZ,878,2020-03-22 14:00:25
Z971041XRQ,690,2020-03-28 14:01:15
Z545451JXX,466,2020-05-15 20:41:13
F456645VPN,523,2020-01-30 01:38:50
R228046PKH,29,2020-01-08 14:42:14
W846059CPS,524,2020-07-25 02:25:42
V322181GFK,664,2020-01-30 00:37:15
E507249MTN,126,2020-05-22 10:42:59
M538322YUW,389,2020-09-07 09:19:06
P153345MHU,632,2020-09-16 05:21:07
B772931NRO,720,2020-02-24 06:57:50
A463735XRU,323,2020-04-15 22:17:56
Y667821OPU,205,2020-04-22 20:33:21
O196603POL,475,2020-06-22 04:32:06
U446141QVC,241,2020-04-13 23:52:46
J468737YAZ,982,2020-01-25 22:28:36
U134213BRI,972,2020-10-20 17:35:43
F105893BQZ,843,2020-04-06 16:00:20
Q400686GUY,714,2020-09-12 11:57:17
F270965ZST,197,2020-03-10 10:47:36
M932711POR,24,2020-01-19 23:48:45
A526797ZIU,12,2020-03-29 21:42:07
U669283DEX,791,2020-10-13 16:35:07
T795962JLL,787,2020-11-18 23:09:22
Y752017HDG,615,2020-12-05 18:03:45
C788466XKX,603,2020-12-03 20:56:05
W242164OWW,269,2020-02-16 16:39:08
I525590TUB,398,2020-07-21 09:24:56
F254992QTC,749,2020-05-03 23:23:17
M943810JVO,321,2020-05-30 13:06:12
Q646773YCA,114,2020-08-22 04:00:23
X892527MKQ,383,2020-10-24 11:13:57
J749468XYV,846,2020-08-10 17:21:05
L416556KDY,167,2020-05-06 17:35:52
W732061RTN,59,2020-09-24 07:53:49
A426512XUL,861,2020-02-20 16:26:32
J308687CJQ,934,2020-06-03 12:16:26
R173844SON,634,2020-12-27 17:33:52
T682240YJM,653,2020-11-14 00:00:25
P736180XZC,574,2020-12-21 10:10:26
E825635BMW,805,2020-05-04 07:17:14
S416533XGG,895,2020-03-26 03:17:53
O175750YEO,473,2020-12-09 23:46:39
H377232DMB,806,2020-12-12 19:12:41
E666378GZY,57,2020-06-09 08:50:17
Y635655QES,865,2020-01-31 02:49:26
U535179SLR,96,2020-05-06 01:22:37
L439310JIZ,224,2020-09-10 07:45:52
S911860KRA,632,2020-10-02 13:21:55
C876526WFF,353,2020-10-19 12:04:45
G290506YVU,968,2020-05-01 08:47:12
V885928KMO,51,2020-07-26 17:55:15
D206485GKA,578,2020-10-29 23:22:34
D450998IFY,207,2020-04-28 07:41:56
S441003WZL,43,2020-11-26 20:10:37
S418085PZY,445,2020-05-26 22:48:10
O923384HQK,338,2020-04-26 20:13:40
G569583HLW,564,2020-02-22 18:46:45
W932608DEZ,376,2020-08-03 14:51:33
G147164ZKW,152,2020-01-19 02:04:01
Z182999OET,156,2020-05-20 14:49:22
Z113070CTB,755,2020-06-22 23:37:22
U134539RBA,942,2020-03-27 21:00:56
A226031JFT,766,2020-08-12 01:39:28
V198274ORS,817,2020-10-08 19:21:01
J768170LPN,751,2020-04-03 19:53:41
G167742UGB,296,2020-05-31 18:11:13
Q958543MNP,755,2020-02-05 17:24:59
J206068DFA,15,2020-03-03 18:12:13
D185154KNF,988,2020-07-23 00:47:34
I918024RKF,574,2020-03-23 14:42:50
E490053OOC,176,2020-12-30 11:04:20
V913049IPR,222,2020-12-31 09:37:27
O132339LQU,781,2020-08-18 18:34:48
H346813VGN,280,2020-02-07 15:16:09
J244240KCH,643,2020-06-04 03:24:43
A823931IJQ,605,2020-08-20 04:37:54
J669057BLI,528,2020-07-12 12:02:23
S477281DDV,703,2020-07-14 17:46:50
R548337KEC,962,2020-06-15 20:25:18
A692814LTM,693,2020-02-25 20:14:00
Y329429IMI,597,2020-04-17 03:54:18
W670544BFZ,464,2020-08-30 19:16:38
X587236XVF,715,2020-10-05 23:53:47
R520379JMW,471,2020-06-07 17:48:37
D405841HJC,198,2020-05-21 12:23:32
E989377FMM,318,2020-04-29 07:15:04
U561527SCK,367,2020-04-19 23:32:08
W635793GGB,612,2020-06-05 00:02:00
K471815INU,368,2020-02-03 06:34:38
U124405IBP,84,2020-09-11 00:36:39
W842287AJF,893,2020-01-21 07:11:35
P123216IKN,970,2020-09-04 10:51:34
V339379GEY,17,2020-06-03 19:30:21
G229262VXU,672,2020-04-29 22:32:52
D939838TZJ,950,2020-02-10 00:06:45
B428702RRD,911,2020-08-24 15:18:31
L231892XDE,905,2020-10-17 13:15:52
E314299XQI,560,2020-02-22 13:13:56
O158953MSE,420,2020-07-27 20:26:59
B907500OZW,655,2020-06-06 03:03:28
S934054PGL,225,2020-02-07 05:45:20
L252337PXO,331,2020-08-16 04:44:59
F252762ZPN,369,2020-01-30 22:27:19
R308529PGQ,817,2020-11-26 14:46:23
O860234QPX,925,2020-05-28 21:19:18
Q946478NYO,782,2020-11-06 15:08:50
T344503CDY,508,2020-07-24 08:10:38
B100030BRQ,83,2020-04-16 01:58:35
B170199DJU,2,2020-02-18 01:05:27
V801641HXO,695,2020-10-16 07:35:46
X941728RGJ,336,2020-08-03 01:37:37
T906438OWG,844,2020-12-09 16:23:06
Q839853CJC,673,2020-12-28 23:28:44
T660609LTI,17,2020-02-11 00:16:24
R524176LGY,317,2020-02-01 13:33:58
E482679ORE,959,2020-12-17 12:42:43
Z656846VUY,955,2020-07-15 05:06:36
A335656BBW,193,2020-03-30 14:11:18
Q298428FUV,764,2020-08-25 07:01:34
R437607PAF,262,2020-02-16 18:53:35
S342299UIL,210,2020-05-14 06:01:15
Z497659BDJ,829,2020-07-18 12:20:30
R421779DRU,606,2020-03-28 00:10:49
B634241WBP,148,2020-03-19 07:31:46
T150822YFG,182,2020-02-14 07:23:45
D749219JGF,414,2020-06-25 06:08:11
I745459LSC,950,2020-11-25 01:50:24
I902986ZYK,430,2020-05-01 15:26:36
I921987ZZK,352,2020-02-10 10:58:42
O211780BYT,144,2020-11-29 04:40:28
I478527CAC,827,2020-12-03 02:56:44
R930434KLW,328,2020-04-26 22:39:08
N610889OWB,377,2020-06-06 01:46:33
Z764515FAI,353,2020-06-01 10:45:47
I994069IOO,243,2020-08-04 23:11:00
D796741BXG,805,2020-05-18 06:19:36
J245839UFM,635,2020-02-25 04:27:53
X500743UPH,992,2020-05-04 21:03:26
N518829FMR,516,2020-03-11 08:26:05
G382396YAB,901,2020-07-25 11:28:32
Y788153LLI,46,2020-12-24 06:59:01
U275235NMS,190,2020-03-14 18:34:42
X130277TEM,647,2020-04-08 01:06:21
J701311NFN,331,2020-12-08 22:40:13
S423045KWE,84,2020-06-16 14:09:48
H475254NYU,316,2020-01-24 07:23:41
A863956JTF,333,2020-06-05 11:51:44
L236116KRT,171,2020-02-19 01:05:37
O723942OKQ,80,2020-07-08 11:13:11
M603217ZPK,473,2020-11-14 11:33:43
K963409TEJ,415,2020-10-21 04:53:12
M332234DLA,758,2020-08-12 20:16:47
M511930VKT,425,2020-03-24 14:55:10
B902687GGO,204,2020-10-29 14:46:15
K865078CNO,584,2020-09-07 00:37:51
S773717BVX,13,2020-11-12 22:11:50
I776303QEV,576,2020-04-15 10:42:58
Q897713QKP,475,2020-06-14 23:32:41
O699684QXY,131,2020-12-26 08:17:09
M291931YXT,15,2020-08-13 14:04:30
E781736SQN,282,2020-12-13 23:40:03
D390146EUV,164,2020-02-14 05:33:12
L687708EZH,865,2020-05-23 08:23:59
D836270SFQ,771,2020-04-17 19:07:58
C539352LUI,64,2020-05-30 00:49:08
E869448EHY,737,2020-08-01 23:14:27
N928089APQ,704,2020-07-17 06:53:00
K844243GVC,303,2020-08-08 09:57:46
Y252949JGV,226,2020-06-15 23:27:07
W264002LTN,406,2020-04-24 19:42:39
B252407PAX,574,2020-06-04 06:51:10
F633811KTX,436,2020-04-05 18:25:07
G503995OQO,129,2020-12-08 21:28:13
J679520NQX,376,2020-01-15 23:28:27
Z328506OHU,779,2020-07-23 13:22:48
N652130EIQ,106,2020-11-07 12:15:51
I454264AMY,932,2020-04-06 03:55:36
P153379LVU,300,2020-02-19 16:24:11
J971763TXP,141,2020-11-05 01:20:18
N734561WYX,139,2020-08-20 21:16:00
E153766LEG,395,2020-01-20 08:17:46
J583369NIA,844,2020-08-05 20:53:08
J842550TEQ,123,2020-08-10 22:09:40
O593277DAS,40,2020-02-04 18:41:11
P184671FNC,885,2020-04-07 01:16:16
W413789QGC,646,2020-09-07 05:36:28
Z460537VRT,356,2020-11-30 22:42:51
B492277TTI,525,2020-04-26 10:16:40
R995004RLM,668,2020-04-01 09:00:12
F346428WSV,404,2020-11-13 03:29:56
U696940TZX,385,2020-08-19 22:59:57
R862149AME,769,2020-08-29 04:23:04
M479735UCT,985,2020-02-28 15:56:43
F714519YBC,871,2020-12-16 18:41:42
M176175ZYC,641,2020-04-15 21:19:16
O748725MTV,557,2020-04-23 19:53:56
D332720BQR,381,2020-10-24 14:32:26
U427376CYG,75,2020-04-09 14:12:13
Z176624MAE,675,2020-01-14 10:05:21
M783074CKF,915,2020-08-17 08:41:06
E942963JDW,94,2020-06-26 03:55:46
W774894ZFA,761,2020-03-09 10:51:58
G607629HKC,700,2020-10-03 02:30:17
I486988AJI,825,2020-02-24 02:21:24
M576944LER,650,2020-10-16 05:42:20
L248044QQW,844,2020-03-03 14:58:26
D798208ZIU,128,2020-11-04 12:07:10
C627300OMO,111,2020-11-20 11:04:52
S209092ELB,52,2020-10-08 22:37:27
O813958MMP,914,2020-08-31 11:51:57
K505029PTH,494,2020-09-05 02:11:21
P682767ZQX,764,2020-09-08 10:34:05
H929690TFU,717,2020-04-24 18:41:17
Q269596XHD,879,2020-06-11 11:50:39
M446945UYB,954,2020-07-03 15:46:49
S363982NOI,734,2020-01-05 21:06:28
F911633ZBX,684,2020-04-17 14:02:00
E246319PIB,967,2020-02-21 16:22:34
C856728TTN,400,2020-11-08 23:17:47
R849900FNP,93,2020-06-17 16:16:10
F907141GLG,759,2020-12-15 11:20:41
H636194BMA,76,2020-07-14 23:19:05
G990820ZRL,321,2020-03-15 10:29:07
F861317CRO,379,2020-03-19 06:34:46
O137336MTX,652,2020-04-05 18:58:31
Z242103KWQ,106,2020-10-23 06:58:25
S264892SBK,442,2020-08-17 06:51:18
X926869XWC,311,2020-10-28 03:08:59
K113583YUG,348,2020-01-06 01:55:43
O688094TPL,646,2020-07-19 20:14:40
R894354BXY,4,2020-06-07 03:36:03
E335601MMK,208,2020-07-19 18:16:14
J259340BGV,476,2020-02-04 04:18:56
T440151EVX,229,2020-05-28 06:57:10
M872529OIX,996,2020-11-27 03:22:39
S753767AKY,268,2020-07-15 10:24:05
B968175ORL,282,2020-08-04 21:07:06
J763242ILB,21,2020-03-23 17:31:21
I400409JKP,315,2020-11-08 17:18:33
O215258FFC,618,2020-01-14 14:12:57
A505642PSE,349,2020-05-01 13:04:57
K471786TWW,864,2020-03-08 08:21:07
I809142OVB,210,2020-04-29 01:01:43
V493128CGC,66,2020-10-27 15:03:16
O708178VIA,265,2020-01-24 21:12:16
O153495OEC,569,2020-06-07 08:07:31
G389118LKL,438,2020-01-14 13:43:37
B485375BLR,172,2020-04-17 14:12:47
V214901USJ,782,2020-10-31 14:01:08
L129227VDH,220,2020-02-29 02:19:44
L233140WRW,388,2020-12-20 05:37:25
I979173WRB,728,2020-06-16 09:47:38
G804610LYC,858,2020-12-07 06:44:44
I999741ZOV,994,2020-01-06 04:24:33
K874280OMO,268,2020-08-21 10:24:24
J893923XAE,901,2020-07-16 16:14:47
V490797GWM,962,2020-07-22 10:16:53
Y572244XAY,93,2020-09-05 12:16:27
V705204LSN,268,2020-06-15 08:34:11
L727147SOD,267,2020-05-04 16:07:30
U435815YZN,537,2020-05-19 16:23:30
L178229YQR,185,2020-12-29 19:13:10
H622034BNH,324,2020-02-01 00:03:01
D565963JGL,108,2020-07-09 18:49:56
R170190ODJ,774,2020-10-10 01:44:08
C565036GBC,47,2020-12-23 05:03:55
S259221OSR,509,2020-10-05 17:08:35
N744968FIG,252,2020-10-29 19:32:39
R552124UTT,92,2020-12-14 11:01:00
P936244MQO,328,2020-01-17 15:33:55
Q555832BPO,927,2020-04-18 08:14:40
E737977KAI,596,2020-05-11 17:16:57
W340223OGD,1000,2020-05-15 23:59:36
P112060URA,806,2020-04-15 04:55:11
K495315KNQ,74,2020-07-29 00:42:28
T897690AFU,289,2020-06-10 17:08:24
T890434OLV,823,2020-05-15 12:15:15
C143192UOM,551,2020-01-09 18:58:34
I805904LTT,587,2020-06-13 20:31:14
O403093KTA,829,2020-09-12 02:46:08
B468242HMD,217,2020-07-29 10:26:39
F603223NHV,87,2020-03-04 13:36:14
H195523JUE,957,2020-10-16 15:40:46
E681753KUD,806,2020-05-10 03:07:32
R279291BBK,391,2020-05-09 23:56:52
F477228KEP,705,2020-05-04 16:31:31
Y413178SYW,362,2020-03-24 05:31:35
G884226KAJ,862,2020-01-25 15:56:27
Q390567DWL,932,2020-05-10 00:33:37
I285204IWO,951,2020-09-08 11:34:17
X844293JSI,540,2020-05-03 23:42:45
R336025HFG,307,2020-06-06 15:46:51
Y716767GOC,440,2020-01-21 14:33:58
U857851OXJ,288,2020-05-07 06:21:29
U146480CTX,475,2020-12-29 08:09:15
K814301BOP,934,2020-04-03 06:30:17
B603195XFP,875,2020-09-23 03:56:36
I305611QHN,199,2020-01-01 22:56:43
N635086WWA,605,2020-07-10 18:18:39
K179316OLV,310,2020-05-04 21:38:48
J355896EOW,553,2020-05-01 04:24:16
R954498DIG,231,2020-01-23 04:54:52
Y343544KDJ,748,2020-03-08 15:13:30
B267078MEL,317,2020-12-09 02:26:43
K245333CNX,938,2020-09-26 10:31:07
D528184HFP,696,2020-08-27 10:37:14
V858734NRY,141,2020-11-14 01:18:17
A998897AOX,556,2020-10-18 02:08:07
A783824WMN,81,2020-11-08 20:52:28
Q391516ZVO,132,2020-05-04 00:38:50
L259787KZM,54,2020-10-23 21:36:19
K887380VGQ,30,2020-09-18 04:21:52
I971985DGN,281,2020-04-04 21:50:12
D358402RDM,611,2020-07-01 13:52:28
X865959QTN,515,2020-01-11 19:40:08
N973762ZME,364,2020-07-09 13:04:08
J476170EON,550,2020-07-02 19:14:45
O818667HZU,56,2020-12-01 06:40:39
L600670MNE,494,2020-05-26 10:26:22
P896076EFQ,14,2020-04-05 10:43:56
Q947935PFD,185,2020-10-18 12:03:59
N952207IMK,631,2020-02-20 09:20:36
O175337DDP,891,2020-12-15 05:52:44
A606360UST,598,2020-01-05 14:30:37
M184459SWR,434,2020-06-23 10:38:31
G492210DLD,50,2020-08-11 14:35:36
C766252THU,28,2020-07-30 13:06:35
S133805YWG,228,2020-03-10 16:45:24
B785842XUK,864,2020-10-09 05:21:23
P696110PGJ,394,2020-05-12 02:06:23
Q514070URB,307,2020-01-28 01:49:19
C119582FEJ,68,2020-03-24 06:53:57
A229053EEH,512,2020-02-14 03:57:43
I415040HHX,112,2020-01-10 07:46:20
X866719CKR,338,2020-08-15 00:55:19
L476921YCC,440,2020-07-06 22:02:27
P544587ERA,540,2020-05-02 11:12:49
A774396FGS,778,2020-10-01 06:17:32
E159336BUN,819,2020-06-16 02:32:51
P466425OSL,450,2020-07-04 23:12:54
L886122RUS,133,2020-08-11 11:07:38
W229345MGD,158,2020-09-27 14:23:26
F509202TIW,219,2020-03-30 01:08:00
M920368JJS,807,2020-09-29 21:38:48
J765419IRV,79,2020-12-02 18:10:37
H257960LBE,604,2020-03-13 13:32:01
B737759CAR,939,2020-12-10 10:11:52
Q746570BFZ,100,2020-01-05 17:58:03
Q497748AHH,220,2020-05-14 19:49:21
N684083ABX,935,2020-05-09 00:55:31
E220340JTY,127,2020-06-24 20:38:46
J838547ETW,522,2020-03-27 08:32:25
D904152XNO,459,2020-12-10 06:35:19
E366228JVO,462,2020-06-28 22:50:06
R220959MNE,274,2020-08-11 05:00:16
P938996BPU,491,2020-10-21 03:07:19
F529911GQX,188,2020-03-30 05:20:25
W205818YCD,455,2020-01-31 19:06:44
L284395IBH,125,2020-11-09 11:33:53
U534068YHT,244,2020-05-04 17:01:33
N710093NPM,383,2020-09-30 17:57:50
L356427KKT,138,2020-01-15 15:52:43
W970289QPV,609,2020-03-22 01:50:26
Q484476GFB,433,2020-12-10 17:07:33
D628396WTZ,741,2020-04-19 01:25:42
R746222TYV,751,2020-05-01 07:49:53
T760837PFC,656,2020-02-25 00:52:40
F914535DFV,15,2020-06-13 13:59:17
J748660OPE,660,2020-03-23 14:58:48
W908893HFL,604,2020-06-15 22:15:08
D732389LTL,962,2020-03-10 06:01:57
L851480TMV,929,2020-08-06 00:36:04
E663131LHZ,118,2020-03-20 16:19:48
G894564FRN,649,2020-08-22 19:03:34
O487401XVI,502,2020-06-30 15:18:41
G210204BXF,112,2020-11-09 10:53:39
J453528RFQ,370,2020-05-20 23:28:50
E342007FRI,22,2020-02-17 08:40:51
K209533WSJ,746,2020-05-30 23:34:57
A591031SHQ,276,2020-11-28 05:39:29
T511642KWE,353,2020-10-10 22:42:33
K821892OAN,476,2020-11-07 17:46:50
C931379KBA,259,2020-02-14 18:44:20
D817206EAB,654,2020-08-04 16:09:03
L775586ZYY,413,2020-06-05 23:38:38
K775953NHV,110,2020-05-08 22:40:59
W391856REP,35,2020-08-04 10:31:01
C821194KZM,83,2020-12-29 21:58:46
K131779OFD,996,2020-02-03 00:37:35
W492984TYD,547,2020-07-06 11:09:57
F479811QWD,60,2020-11-30 00:08:03
Y852432SRK,273,2020-05-19 12:04:31
C940677SPX,254,2020-03-30 18:48:43
Q890036CRE,943,2020-06-14 20:50:29
V256273CKW,83,2020-08-02 08:23:22
W180685KRO,946,2020-11-29 18:50:49
Y398624DZH,751,2020-03-16 08:00:01
Q434100MMI,5,2020-09-22 10:26:58
B839875KMU,498,2020-06-22 19:59:20
B599646CHF,44,2020-10-23 02:15:23
X201394MRP,487,2020-05-03 01:46:40
Q838550QBZ,914,2020-09-16 07:30:23
K591577RZN,729,2020-06-06 11:42:58
T849762FQE,240,2020-06-05 00:56:07
Z620956JKZ,246,2020-09-10 01:58:15
K107184DQH,201,2020-09-29 20:09:46
W228927YQN,316,2020-11-27 21:02:45
O755162SBR,95,2020-05-19 01:02:20
X162581GIX,992,2020-07-04 10:29:25
C270937TKU,546,2020-04-30 09:14:13
G146596FUX,318,2020-01-19 01:17:30
K847121USZ,275,2020-10-31 03:33:52
R222044LTZ,399,2020-03-22 19:23:08
I302310ZYC,924,2020-10-02 17:17:15
P971889BPM,971,2020-10-30 22:46:39
L461656ZSU,247,2020-03-08 21:45:20
Z285639XHF,96,2020-12-04 11:18:35
O960100VKZ,630,2020-05-08 10:42:36
N449783RGS,638,2020-10-05 19:04:21
R207544EHK,121,2020-09-01 17:50:53
Z256644LMB,247,2020-04-23 12:30:23
J903609CGJ,34,2020-09-25 21:23:38
P512468UOO,141,2020-06-07 23:07:24
S340869UOA,743,2020-02-12 20:29:03
D404064ARI,951,2020-01-15 11:23:12
F970253QTD,603,2020-01-28 01:02:19
S162563HYN,245,2020-10-30 12:26:45
G774439NSQ,736,2020-04-25 01:56:29
E253778FRN,529,2020-11-04 12:43:09
B310103SOO,608,2020-11-23 02:27:25
O711850EAP,84,2020-07-05 22:32:01
V964410SVX,975,2020-03-12 01:07:58
X824844EJL,637,2020-10-13 08:49:12
S643582DAY,535,2021-01-01 03:16:29
B371990HTG,541,2020-10-08 19:52:48
F703382SWQ,861,2020-08-30 03:04:21
C295501WCJ,856,2020-04-02 20:37:43
P574942GOP,879,2020-11-21 21:07:30
T138335HKD,157,2020-05-28 16:58:46
S825728OVX,146,2020-10-09 16:49:58
H223498EXN,528,2020-09-27 00:16:05
P486882HES,487,2020-04-21 19:19:39
P509557WUK,812,2020-01-08 10:19:51
P527230ZQR,867,2020-01-25 00:28:14
V642845HXQ,327,2020-02-07 06:35:43
B915803COL,392,2020-01-03 23:04:16
X784303QLL,70,2020-04-26 07:45:24
C711886GPD,120,2020-09-01 18:13:35
E875017KXV,740,2020-04-22 05:04:06
O878763WHJ,722,2020-11-04 06:48:26
Y983686CIS,450,2020-10-17 09:43:02
X825427DJG,843,2020-04-13 16:25:02
V762175LMA,402,2020-02-28 23:58:29
N892056UTK,774,2020-10-29 12:06:24
Y531165MFE,823,2020-11-20 05:54:57
E637876FYC,736,2020-06-10 18:59:49
J677318SCQ,183,2020-11-17 13:06:33
U888686ACL,402,2020-12-09 04:11:59
M635904HKH,445,2020-07-19 19:04:51
A349768ZHJ,220,2020-08-22 20:25:29
W121822NPQ,497,2020-08-13 23:19:18
B440666WWB,998,2020-10-07 03:16:04
S263813UOM,188,2020-10-06 14:09:02
K437766JJE,971,2020-03-31 10:43:10
R466483YRO,218,2020-10-04 07:19:13
B931848SCR,407,2020-01-08 22:05:36
Z673974WHO,380,2020-08-19 19:51:04
H455654RZD,530,2020-02-02 20:33:15
V434213WTB,955,2020-04-05 21:41:20
P278287IIT,720,2020-08-24 09:45:46
F725474GFU,587,2020-12-24 02:38:50
Z499809CRP,445,2020-11-21 22:43:16
Q214110OMI,23,2020-07-07 18:18:20
J266710GJI,797,2020-05-26 06:38:20
